gene	13-IC	13-N	16-M	16-N	1-IC	1-N	1-IF	20-IC	20-M	20-IF	22-IC	22-N	22-IF	23-N	26-M	26-IF	28-M	28-N	2-IC	44-IC	44-M	44-N	44-IF	47-IC	47-N	47-IF	54-IC	54-N	54-IF	56-IC	56-M	56-N	56-IF	58-IC	58-N	58-IF	59-IC	59-N	59-IF	61-IC	61-IF	63-IC	63-N	63-IF	64-IC	64-M-2	64-M	64-N	64-IF	65-IC	65-N	65-IF	69-M	69-N	69-IF	6-IC	6-N	6-IF
ENSG00000215018	0.389567	1.389567	0.070389	2.693766	0.505891	2.137504	0.070389	0.367371	0.298658	0.790772	1.974529	0.9855	2.111031	0.887525	1.887525	1.963474	1.459432	1.682573	0.948601	0.367371	0.887525	3.221877	0.422233	0.565597	1.214125	0.604071	1.575312	1.996389	1.367371	0.432959	0.226509	2.144046	0.748461	1.641546	1.327687	1.85997	2.364572	2.475085	2.003602	1.970854	0.831877	0.238787	2.992768	0.632268	0.097611	0.070389	0.516015	2.275007	0.201634	0.137504	2.084064	0.028569	0.632268	0.782409	0.263034	1.70044	0.992768	1.918386
ENSG00000107201	4.589164	3.514753	2.849999	2.93546	5.070389	2.324811	4.64039	3.750607	3.936402	5.092546	3.972693	1.85599	5.239933	2.632268	4.1152	1.883621	3.632268	2.15056	2.908813	5.283181	2.887525	2.163499	5.052242	4.907371	1.918386	4.385431	5.023255	3.040892	3.989139	3.593354	4.066089	1.914565	3.794936	4.545968	2.207893	4.675816	4.502076	2.440952	4.638074	4.331992	3.65306	2.752749	2.687061	2.773996	4.025029	3.984589	4.027685	4.333424	5.007196	5.041331	2.759156	5.342697	3.580145	3.877744	3.481557	2.049631	2.375735	2.003602
ENSG00000120800	3.810443	2.713696	3.166715	3.276497	2.773996	1.899176	3.122673	3.075533	2.513491	3.047887	2.087463	2.353323	2.765535	3.046142	3.224966	2.166715	3.514753	3.153805	3.797013	3.664483	3.179511	2.508429	3.389567	3.744161	2.967169	3.41007	2.904966	3.174726	2.440952	3.177918	3.099295	2.485427	3.106013	3.300124	2.805292	3.588565	3.480265	2.553361	3.749534	3.226509	3.283922	3.229588	2.946731	3.364572	3.298658	3.279471	2.618239	2.788686	2.85997	3.190615	3.028569	3.280956	3.228049	3.401903	3.084064	3.168321	3.107688	2.992768
ENSG00000127928	0.275007	0	0.137504	0	0	0	0	0.632268	0	0	0.545968	0	0.275007	0.124328	0.286881	0	0.485427	0	0.722466	0.070389	0	0	0.226509	0.31034	0	0.214125	0.464668	0	0.189034	0.62293	0.263034	0	0	0.263034	0	0.176323	0.275007	0	0.367371	0.111031	0.15056	0.137504	0	0.214125	0.201634	0.084064	0.084064	0	0	0.056584	0	0.163499	0	0	0.15056	1.137504	0	0.815575
ENSG00000139684	4.726831	5.15866	4.706531	4.501439	4.754353	4.478972	5.400196	5.028127	4.409391	4.748461	4.192194	4.031219	4.628774	4.75809	4.65306	4.786596	5.428276	4.570463	5.289466	5.132988	5.105594	4.709291	5.380245	6.166515	5.102238	5.634884	6.008092	5.333066	5.340562	4.976364	4.946731	4.589763	5.079378	5.383704	4.484138	5.511595	5.266412	4.845992	5.445925	4.64501	5.152589	5.299391	5.110614	5.289466	5.624101	5.453518	5.139142	4.915043	5.174726	4.997744	5.147714	5.243364	5.432291	4.657068	5.275007	4.684819	4.777157	4.414812
ENSG00000198393	2.788686	2.639232	2.482848	3.007196	2.611172	1.944858	2.702658	2.754888	2.675816	2.9855	2.003602	1.914565	2.477677	2.996389	3.137504	1.669027	2.9241	2.350497	2.446256	2.976364	3.155425	1.903038	2.691534	2.763412	2.153805	2.592158	1.978196	2.443607	1.427606	3.317594	3.560715	2.518535	3.104337	2.157044	2.094236	2.38405	2.462052	2.475085	2.558268	2.841973	1.956057	2.78031	2.456806	2.863938	2.31034	2.817623	2.292782	2.353323	1.536053	1.773996	2.361768	1.899176	3.288359	3.1127	2.87578	2.41684	2.063503	2.555816
ENSG00000129214	4.200065	0	3.38819	3.324811	4.159468	3.109361	0	4.239551	2.482848	3.565597	2.786596	4.125155	2.765535	4.348374	3.565597	3.459432	0	4.009885	2.873813	0.163499	2.666757	3.392317	4.125982	2.568032	0	3.283922	4.390943	2.680324	0	0	2.910733	1.83996	2.094236	3.270529	1.847997	3.317594	2.313246	0	2.584963	1.906891	2.634593	0.378512	2.307429	2.931683	2.327687	2.063503	3.378512	3.163499	2.367371	4.090007	0	0	1.823749	2.707083	2.070389	2.666757	2.711495	3.571677
ENSG00000136100	4.037382	4.995485	4.674122	5.099295	4.877744	4.151372	4.845992	4.413459	4.641546	4.484783	4.299391	4.288359	5.334497	5.108106	4.747387	4.095924	5.07382	4.545351	4.212569	4.309613	4.670727	4.777683	4.509062	5.499527	4.90641	5.149747	5.667892	5.338068	5.508429	4.191405	4.659354	4.643279	4.853996	4.60585	4.117695	4.560104	5.950235	5.42425	6.140165	5.532629	4.943921	5.590961	5.320124	5.585263	5.400196	5.525129	5.703211	5.379898	5.19928	5.276497	5.252098	5.266412	4.733354	4.525443	5.234195	4.487358	4.978196	4.525443
ENSG00000069122	3.420887	3.181103	2.737687	3.134221	2.632268	3.99458	2.671293	2.594549	2.957915	2.204767	2.121015	1.867896	2.769772	3.217231	3.047887	3.094236	3.193772	2.263034	1.944858	3.718088	4.618239	2.563158	3.125982	3.316146	1.978196	2.080658	3.001802	3.390943	2.851999	2.528571	2.117695	3.0054	3.192194	2.560715	3.368768	2.316146	2.849999	2.695994	2.961623	2.773996	3.276497	3.049631	2.794936	2.906891	1.560715	3.235727	1.922198	3.372952	2.38405	2.321928	3.077243	2.553361	2.543496	2.965323	2.238787	2.505891	3.160275	2.124328
ENSG00000186407	1.443607	2.488001	0.389567	0.62293	1.084064	0.298658	1.049631	1.238787	0.411426	1.769772	1.333424	0.713696	3.221877	1.555816	1.580145	0.275007	0.454176	1.130931	0.263034	3.956986	1.989139	0.263034	2.543496	2.316146	0.111031	0.454176	1.443607	1.02148	1.244887	1.207893	0.536053	0.584963	1.659925	0.9855	1.85997	0.613532	2.435629	0.189034	1.895303	0.214125	1.575312	1.744161	0.464668	0.799087	0.356144	2.454176	0.505891	0.790772	1.459432	0.389567	0.333424	0.831877	1.632268	5.036503	1.070389	0.389567	0.555816	0.214125
ENSG00000117525	5.0917	5.723286	6.616475	6.608957	5.701826	3.749534	5.934517	9.485306	7.418359	8.913219	7.589763	6.337889	7.322739	6.475247	4.401903	4.8885	7.00214	7.554128	5.854494	8.793083	6.542568	6.196528	8.148985	6.02525	7.425342	5.39163	5.806066	5.3875	7.58849	8.463197	7.511595	5.671859	6.442778	5.458448	3.364572	5.852498	7.411596	7.0917	7.13268	4.753284	5.538849	6.737416	6.816216	6.026579	7.150357	6.540864	7.829723	5.451211	5.996163	5.734981	6.336819	6.23477	8.58654	8.610803	6.820562	2.330558	4.778734	3.451541
ENSG00000283992	1.526069	7.360803	4.051372	6.469398	5.22149	6.878971	5.007644	3.459432	5.923149	6.204376	6.094658	8.833111	4.731726	7.770499	2.378512	5.794676	5.877499	4.941576	0.895303	5.250204	0	8.483937	5.459432	0.286881	6.959075	1.056584	7.499447	6.188836	7.914086	6.964283	7.389567	7.062856	1.232661	8.942602	4.228049	7.844361	4.331992	6.418865	6.418865	8.876333	7.194067	3.122673	7.975447	1.883621	7.991749	5.166715	8.781196	8.672178	9.744834	10.491933	8.057667	10.137452	3.028569	5.308885	9.071999	2.925999	7.261155	3.463361
ENSG00000129455	2.056584	3.543496	4.423578	5.59156	3.297191	2.93546	3.638074	2.748461	4.68538	4.624101	4.656496	5.261531	3.765535	4.879706	3.588565	0.847997	5.128871	3.50716	0.189034	5.079805	0	4.025029	4.428946	1.925999	4.484138	2.845992	5.597829	3.957915	5.591859	3.793896	3.731183	3.099295	2.117695	4.393004	3.456806	4.341986	4.41684	4.103498	4.216455	6.459432	6.496335	4.498889	5.491212	4.019702	4.227279	2.467279	4.997744	5.41819	5.06953	6.523405	5.394377	6.112283	3.350497	3.037382	6.057667	1.464668	3.472488	1.627607
ENSG00000178115	0	0.584963	0	0	0	0.411426	0.400538	0	0.15056	0.263034	0	0	0.298658	0	0.739848	0.321928	0	0.443607	0	0.189034	0.815575	0.298658	0	0	0.250962	0	0	0.31034	0	0.389567	0.565597	0	0.555816	0	0	0.378512	0.250962	0	0	0	0.189034	0	0	0.201634	0.526069	0.83996	0	0.62293	0.226509	0	0.389567	0.201634	0	0.367371	0.263034	0	0.286881	0.084064
ENSG00000113810	7.394977	6.195938	6.402074	3.794936	6.132371	4.478325	6.784504	7.158155	6.1534	6.770168	4.629939	5.108524	5.538538	5.515069	6.864062	4.734439	6.262283	5.629357	7.240123	7.383099	5.255123	6.908453	7.090642	7.413459	6.879338	7.098874	6.852623	6.028348	5.887282	6.185074	5.43796	5.479619	5.805292	6.471187	4.280956	6.757557	6.898813	7.280214	6.835924	6.068026	6.131548	6.192589	6.011004	6.407013	6.857857	6.866042	6.631832	5.76527	6.352264	6.270903	5.938756	6.256445	6.994014	4.852498	6.509538	6.012792	7.343408	5.754086
ENSG00000169894	1.084064	0.422233	0.400538	0.298658	1.02148	2.077243	0.378512	0.443607	1.500802	0.505891	0.687061	0.214125	2.381283	0.823749	1.646163	0.613532	0.400538	0.678072	2.587365	2.169925	1.207893	0.454176	2.117695	0.765535	0.214125	0.594549	1.411426	1.157044	1.084064	0.526069	0.333424	0.722466	1.580145	0.575312	1.286881	0.748461	1.847997	0.286881	0.956057	0.831877	1.682573	0.201634	0.31034	0.575312	0.454176	0.722466	0.275007	1.130931	0.757023	0.389567	0.333424	0.226509	1.400538	0.321928	0.963474	0.948601	0.669027	0.918386
ENSG00000152056	3.782409	3.207893	2.414136	2.813525	2.364572	1.584963	2.555816	3.258519	3.008989	3.044394	2.31034	3.109361	3.244887	3.356144	2.702658	1.655352	3.516015	3.252476	3.745237	3.529821	1.321928	3.169925	3.15866	4.662775	4.611172	4.054848	4.654779	3.44228	4.134221	2.72465	3.003602	3.269033	1.87578	4.534809	2.790772	4.596935	2.498251	2.904966	3.119356	3.508429	4.122673	2.87578	2.711495	2.72465	3.745237	3.008989	3.97728	3.656496	3.620586	3.941106	3.051372	3.825786	1.85997	3.984589	3.559492	2.908813	3.550901	2.769772
ENSG00000117362	4.38405	4.211791	4.459432	3.929791	4.242603	3.056584	4.321928	4.616475	4.100137	4.374344	4.123501	4.121844	4.494416	4.606442	4.66846	3.649615	4.528571	4.308885	5.501758	4.621173	4.474436	4.56864	4.590961	4.683696	4.3067	3.878725	4.286142	4.0054	3.957915	5.049631	5.050502	4.210233	4.642124	4.682573	3.516015	4.630522	4.932156	4.62527	4.73064	4.652486	4.727376	4.690976	4.69933	4.846995	4.958843	4.817623	4.747924	4.275752	4.732812	4.512227	4.544114	4.810957	4.58376	4.523562	4.55888	4.277241	4.153805	4.177121
ENSG00000197872	2.914565	2.85997	3.094236	1.195348	2.669027	1.709291	2.223423	2.901108	3.028569	2.286881	2.080658	1.244887	3.809414	1.887525	3.543496	2.06695	2.443607	2.313246	1.757023	3.744161	3.047887	1.361768	2.922198	3.023255	0.963474	1.978196	2.990955	2.235727	2.475085	2.792855	2.944858	1.718088	3.185867	1.356144	2.503349	1.400538	2.124328	2.100978	2.601697	1.536053	2.298658	2.475085	2.163499	1.560715	1.895303	4.097611	2.587365	2.613532	2.229588	1.910733	1.378512	2.053111	2.341986	3.014355	1.632268	2.726831	1.807355	2.157044
ENSG00000144406	0.378512	0.137504	0.214125	0.575312	0.084064	0.176323	0.014355	0.214125	0.028569	0.263034	0.042644	0.042644	0.097611	0.097611	0.613532	0.15056	0.097611	0.028569	0.070389	0.344828	0.056584	0.250962	0.189034	0.084064	0.084064	0.014355	0	0.014355	0.056584	0.042644	0.028569	0.097611	0.014355	0.014355	0	0.014355	0	0.097611	0.028569	0.111031	0	0.014355	0.464668	0	0.014355	0.028569	0.056584	0.014355	0.014355	0.014355	0.163499	0	0	0.028569	0.056584	0.124328	0.042644	0.641546
ENSG00000188677	3.014355	2.02148	2.41684	1.739848	2.538538	2.678072	3.193772	2.257011	2.395063	2.584963	1.137504	1.655352	1.803227	1.731183	2.330558	2.944858	2.739848	1.014355	2.392317	3.211012	3.014355	1.15056	2.440952	2.937344	0.695994	2.533563	1.333424	1.718088	1.232661	2.229588	2.053111	1.87578	2.739848	2.446256	2.885574	2.675816	2.978196	1.618239	2.130931	2.214125	1.769772	2.324811	1.604071	1.726831	1.937344	3.346248	1.641546	2.140779	1.695994	2.070389	1.545968	2.469886	1.970854	1.427606	1.786596	2.477677	1.599318	1.87578
ENSG00000101333	0.687061	4.074677	0.687061	2.100978	1.292782	2.765535	1.321928	2.908813	1.803227	2.618239	1.042644	1.411426	1.400538	2.032101	3.001802	2.518535	1.169925	4.860963	1.516015	3.550901	3.063503	1.769772	3.871844	2.659925	1.411426	1.883621	1.007196	2.813525	1.333424	1.321928	1.226509	2.238787	2.014355	0.505891	2.718088	0.85599	1.580145	2.550901	1.361768	1.38405	1.201634	0.790772	2.032101	0.823749	0.214125	1.735522	0.516015	2.577731	1.555816	0.084064	2.885574	0.214125	2.521051	2.475085	0.831877	2.754888	2.238787	2.516015
ENSG00000204583	0.176323	0.189034	0	0	0	0	0	0	0.214125	0	0.137504	0	0	0	0.704872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321928	0.505891	0	0	0	0.137504	0	0	0	0	0	0	0.201634	0	0	0	0	0	0.275007	0.163499	0	0	0	0	0	0	0	0	0
ENSG00000151883	2.70044	4.345538	3.928844	3.539779	4.687061	3.080658	4.31687	4.30305	4.732269	4.216455	3.454176	3.253989	4.809414	4.635174	5.146492	2.95977	3.650765	4.289097	3.675816	4.956057	4.594549	3.635754	4.69933	4.267536	3.469886	2.910733	5.148527	4.697107	4.074677	4.713146	4.537917	3.578939	5.328406	4.542877	4.154616	4.745775	4.244126	4.106013	4.369466	4.593951	3.823749	3.545968	4.247168	3.288359	4.765004	5.030777	4.717539	4.857981	4.603478	3.941106	3.488001	4.196922	4.480911	5.339137	3.973611	3.192194	4.191405	2.893362
ENSG00000109610	2.861955	5.582255	3.24184	5.59902	4.06264	5.339137	3.773996	3.277985	3.144046	3.646163	3.484138	2.9241	3.57289	4.78136	4.235727	4.364572	3.448901	4.400538	2.618239	4.134221	6.563006	3.906891	3.783457	2.397803	2.283922	0.432959	2.198494	4.584963	1.570463	3.250962	2.737687	5.343763	4.97407	1.495695	5.790772	1.485427	3.28244	4.524189	2.918386	3.893362	3.017922	2.443607	4.789729	1.62293	1.084064	3.412782	1.713696	5.01078	1.773996	1.389567	5.357904	1.49057	2.330558	4.82324	0.978196	4.108524	4.882154	3.538538
ENSG00000119547	1.226509	0.014355	0.731183	0.014355	0.422233	0.042644	0.344828	0.042644	0	0	0.454176	0.014355	0.722466	0.014355	0	0	0	0	0.356144	0.575312	0.014355	0.014355	0.687061	0.097611	0.014355	0.028569	1.214125	0.028569	0.545968	0.678072	0.411426	0.028569	0.189034	0.097611	0.042644	0.137504	0.028569	0.028569	0.042644	0	0	0.757023	0.056584	0.823749	0.31034	0.275007	0.263034	0.137504	0.422233	0.575312	0.056584	0.321928	0.344828	0.014355	0.454176	1.389567	0.056584	1.438293
ENSG00000164073	3.432959	4.148934	3.594549	3.851999	3.69488	2.956057	3.678072	3.893362	3.514753	3.41819	2.744161	3.165108	4.261531	3.842979	4.045268	2.811471	3.998196	3.701549	3.649615	3.639232	3.782409	3.440952	4.179511	3.98823	3.521051	3.547203	3.807355	3.775051	3.65306	3.408712	3.456806	3.489286	3.431623	3.160275	3.072106	3.456806	3.370164	3.707083	3.669027	3.695994	3.57289	3.028569	3.989139	3.346248	3.61471	3.702658	3.993674	3.678072	3.407353	3.129283	4.240314	3.446256	2.931683	3.075533	3.405992	2.89724	3.980025	2.916477
ENSG00000171942	0	0	0	0.137504	0	0	0	0	0	0	0	0	0	0	0.298658	0	0	0	0	0	0	0.137504	0.111031	0	0	0.124328	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042644	0	0	0	0	0.137504	0	0	0.137504	0	0	0	0	0	0	0	0	0	0
ENSG00000168306	1.339137	2.941106	1.555816	2.456806	1.811471	3.137504	1.589763	1.432959	2.094236	1.275007	0.871844	0.887525	1.339137	2.257011	1.163499	2.15056	2.087463	3.247928	1.269033	1.084064	3.510962	2.07382	1.084064	1.15056	1.914565	0	0.910733	2.851999	0.516015	0.895303	0.713696	2.744161	1.925999	2.408712	3.07382	1.910733	2.100978	3.510962	1.687061	2.448901	2.790772	1.035624	3.275007	0.9855	2.15056	2.833902	2.056584	2.851999	1.937344	1.189034	2.817623	0.895303	0.992768	2.636915	1.250962	1.871844	2.718088	1.678072
ENSG00000141522	6.138733	5.471187	5.82604	5.050066	5.664198	4.375039	5.781884	6.052025	5.709842	6.261531	5.480588	5.598425	5.80555	5.736334	6.04636	4.524816	6.345183	5.565902	6.039577	6.561479	5.827819	5.587365	6.520422	5.438293	5.198101	5.117279	5.4266	4.901591	4.910253	6.620586	5.877744	5.543187	5.913847	6.581351	5.748461	6.65306	5.966246	5.459104	5.865176	5.819157	6.49841	6.390943	5.080231	6.213542	6.081084	5.971314	5.573496	5.253989	6.006074	6.027906	5.335926	6.334497	5.935695	5.577731	6.202418	5.257765	5.306335	4.973611
ENSG00000186834	3.928844	4.0917	3.984589	4.100978	4.355439	3.693766	4.029453	3.999098	4.024142	4.460743	3.678072	3.843984	4.103498	4.151372	4.19456	3.539779	3.753818	4.161081	4.173127	4.358959	3.787641	4.0917	4.060912	3.432959	3.372952	2.942984	4.078097	3.77926	3.473787	3.976364	4.017922	4.025915	4.172327	3.987321	3.882643	4.025915	4.734439	4.497612	4.850499	4.338424	3.837943	3.547203	4.484783	3.545968	4.467932	4.195348	4.247928	4.414136	4.095924	4.124328	4.403949	4.041769	3.716991	3.691534	4.277241	4.018812	4.121844	3.742006
ENSG00000130653	0.83996	2.077243	1.389567	2.157044	1.655352	1.321928	0.863938	0.584963	1.263034	1.144046	1.189034	1.38405	1.510962	1.594549	1.485427	1.448901	1.02148	2.969012	0.31034	1.570463	2.307429	2.035624	1.565597	0.505891	1.042644	0.226509	0.941106	1.130931	0.526069	1.250962	0.963474	1.275007	1.448901	0.516015	1.469886	0.545968	0.815575	2.107688	0.604071	0.903038	0.910733	0.536053	1.744161	0.505891	0.584963	1.495695	0.704872	1.475085	0.765535	0.613532	2.070389	0.495695	0.799087	0.650765	0.250962	1.090853	1.443607	1.286881
ENSG00000248905	1.944858	3.845992	3.407353	3.555816	3.49057	1.480265	3.117695	3.134221	3.49057	3.541019	3.422233	2.361768	3.750607	3.165108	2.908813	1.627607	3.260026	3.532317	3.62293	3.848998	4.203201	2.217231	3.9855	3.224966	2.459432	2.090853	2.805292	2.983678	2.967169	3.66562	4.786074	2.31904	3.909773	1.937344	2.65764	2.056584	1.803227	2.405992	2.786596	3.761285	3.01078	2.419539	3.635754	2.482848	2.93546	3.444932	3.117695	2.528571	2.684819	3.243364	3.272023	2.89724	2.307429	2.480265	1.739848	2.195348	2.295723	2.737687
ENSG00000204642	5.291677	4.466627	5.350851	4.152183	6.247358	4.092546	5.983678	6.254745	5.876762	6.33985	4.965784	4.354029	6.723832	4.512859	6.556123	3.792855	5.000901	3.748461	4.131754	7.106118	5.442943	4.144862	7.373909	4.418865	2.304511	3.467279	4.861459	4.292045	5.076388	6.313427	6.40412	4.470537	6.68888	6.308703	4.770829	6.338959	6.98151	4.639232	6.144454	5.719183	5.569552	5.737146	4.224195	5.669594	6.574253	6.858727	6.680324	6.240123	6.227086	6.356848	4.686501	6.137504	7.85823	6.094447	6.152792	3.931683	4.799605	3.667892
ENSG00000008018	6.047887	5.400879	5.857235	5.152589	5.93121	4.663345	6.150357	5.925525	5.377818	5.952334	5.565902	5.123914	6.140165	5.682011	5.614415	4.960234	5.882888	5.101818	6.080871	6.385776	5.238787	5.174327	6.28965	6.017254	5.315059	5.730912	6.04505	5.154211	5.603181	6.129283	6.12143	5.036943	5.862947	6.06156	5.045268	6.179511	6.266787	5.544733	6.473949	6.154818	6.283366	7.433043	5.585864	7.48309	6.514753	6.259649	6.270342	5.792335	6.413459	6.47135	5.780835	6.397974	6.09318	5.911931	6.347488	5.662205	5.226509	5.684258
ENSG00000182013	1.104337	0.238787	0.070389	0.286881	0.555816	0.263034	0.201634	0.565597	0.238787	0.831877	0.226509	0.084064	0.084064	0.565597	2.339137	0.565597	1.304511	0.356144	0.084064	0.31034	0.669027	0.070389	0.124328	2.250962	0.028569	1.790772	0.201634	0.31034	0.097611	2.260026	2.424922	0.485427	2.049631	0	0.111031	0	0.782409	0.298658	0.526069	0.298658	0.613532	0.084064	0.485427	0.443607	0	0.505891	0.124328	0.321928	0	0	0.298658	0	0.137504	0	0.31034	1.570463	0	1.232661
ENSG00000105880	4.175525	1.580145	2.157044	4.18428	1.613532	1.480265	1.978196	1.85599	3.415488	2.908813	4.435629	2.819668	4.186659	3.624101	3.286881	0.807355	3.371559	1.545968	3.863938	1.981853	2.695994	2.370164	2.121015	3.089159	1.014355	2.93546	2.742006	2.545968	2.684819	1.974529	3.240314	2.24184	1.090853	3.301588	2.260026	2.817623	2.817623	0.613532	3.276497	3.397803	3.447579	3.502076	4.752213	2.819668	2.853996	1.695994	3.289834	3.448901	3.111031	4.028569	2.885574	3.82985	1.344828	1.214125	2.62293	5.345893	2.124328	5.805808
ENSG00000139163	4.036503	4.339137	4.3067	3.968091	4.254745	3.142413	4.350497	4.512859	4.224966	4.774524	2.93546	3.473787	3.965323	4.338424	4.543496	3.301588	4.381975	4.371559	4.395063	4.560715	4.122673	4.017922	4.505891	5.363872	4	4.899176	4.729553	4.456149	4.227279	3.749534	3.991862	3.800123	4.289834	4.586164	3.742006	4.831371	4.385431	4.506526	4.653633	4.915043	4.363872	4.264536	4.078097	3.476382	4.395063	4.678635	4.727376	4.124328	4.714246	4.526695	4.602884	4.463361	4.464668	3.896272	4.411426	4.107688	3.940167	3.879706
ENSG00000156671	3.269033	3.407353	3.411426	3.462052	3.693766	2.976364	3.590961	4.031219	3.72465	4.06264	3.15056	3.472488	3.735522	3.357552	3.633431	3.201634	3.415488	3.450221	3.452859	4.235727	3.891419	3.761285	4.134221	4.173127	4.337711	4.087463	4.333424	3.884598	4.121015	3.913608	3.861955	3.629939	3.730096	4.494416	3.596935	4.249445	3.948601	4.163499	3.874797	3.835924	3.467279	3.087463	3.577731	3.070389	3.962549	4.006298	4.640968	3.736605	4.105175	3.801159	3.795975	3.529821	3.381283	4.753818	4.248687	3.439623	3.917432	3.482848
ENSG00000162777	2.965323	4.109361	3.374344	4.330558	4.775051	3.058316	3.667892	3.379898	4.407353	2.726831	2.510962	3.72465	3.633431	4.618826	5.092546	3.267536	3.436961	3.870858	1.765535	4.148934	3.493135	4.80426	3.891419	2.754888	4.195348	2.704872	4.369466	4.481557	3.195348	3.647315	3.666757	4.161888	4.430954	3.953265	3.948601	4.1127	3.902074	4.801676	4.31034	4.425594	3.890447	3.777157	4.710944	3.850999	4.275752	4.667892	4.57289	4.593354	5.108943	5.091277	4.311794	4.806324	3.06695	3.776104	4.288359	2.788686	4.598722	3.056584
ENSG00000169249	1.819668	1.613532	1.575312	1.286881	2.035624	1.475085	1.899176	1.469886	1.641546	1.978196	0.895303	1.516015	1.992768	1.480265	2.207893	1.22033	1.536053	1.669027	1.599318	1.992768	1.799087	1.49057	2.007196	1.678072	1.475085	0.918386	1.941106	1.584963	0.925999	2.107688	2.405992	1.38405	2.204767	1.773996	1.794936	1.739848	2.130931	2.02148	2.272023	1.867896	1.659925	1.778209	1.95977	1.664483	1.95977	2.378512	1.956057	2.381283	1.970854	2.134221	2.173127	1.673556	1.704872	2.053111	1.970854	2.094236	1.531069	1.669027
ENSG00000260456	2.007196	0.773996	0.815575	0.773996	0.978196	0.454176	0.748461	0.097611	0.713696	0.097611	0.536053	0.9855	0.545968	1.097611	1.85997	0.948601	0.333424	0.505891	1.87578	1.405992	0.594549	0.823749	1.378512	1.713696	0.765535	1.704872	0	1.014355	0.970854	0.941106	0.704872	1.207893	0.748461	0.565597	0.871844	0.773996	1.604071	0.545968	1.536053	0.799087	1.014355	0.85599	1.521051	0	1.292782	1.250962	1.541019	0.910733	0.495695	1.157044	1.748461	1.084064	0.713696	0.575312	0.910733	2.596935	0.389567	2.070389
ENSG00000101464	4.710393	3.998196	4.486071	4.925999	4.561937	3.720278	5.038261	5.369466	4.682011	4.560715	3.825786	3.659925	4.461398	4.848498	4.235727	3.82273	4.995937	4.590961	5.879216	5.458776	3.939227	4.381283	5.307793	4.604071	4.826294	4.224966	4.736064	4.250962	4.408032	5.516646	4.455492	4.602884	4.474436	4.727376	3.900142	5.077243	4.510329	4.542258	4.622345	4.161888	4.564988	5.330917	4.242603	5.503349	4.44824	4.463361	4.275752	4.375735	4.467279	4.769243	4.330558	4.57289	4.714795	3.872829	4.103498	5.926948	4.801159	5.619706
ENSG00000221836	0.124328	0.084064	0.275007	0.084064	0.163499	0	0.15056	0.014355	0.014355	0.176323	0	0.028569	0	0.028569	0	0.028569	0.014355	0.250962	0	0.028569	0.286881	0.014355	0.111031	0.333424	0	0.238787	0.028569	0.070389	0	0.042644	0.028569	0.014355	0.028569	0	0.042644	0	0.042644	0.111031	0.176323	0	0	0.042644	0.014355	0.070389	0	0	0	0.15056	0	0	0.070389	0.014355	0	0	0	0.042644	0.028569	0.163499
ENSG00000170185	2.726831	2.879706	3.163499	2.885574	3.229588	2.606442	2.925999	2.754888	3.054848	3.397803	2.510962	3.082362	2.843984	3.147307	2.895303	2.865919	2.797013	2.99458	2.693766	3.313246	3.124328	2.981853	3.308885	3.629939	3.195348	3.301588	3.44228	3.272023	3.514753	3.056584	3.203201	2.754888	3.077243	2.983678	2.472488	2.903038	2.397803	3.092546	2.752749	3.140779	3.187451	3.204767	3.058316	2.920293	3.012569	3.129283	3.132577	3.145677	3.426265	3.41819	3.269033	3.531069	2.773996	3.301588	3.594549	2.582556	3.01614	2.505891
ENSG00000115816	6.239742	5.15866	5.207112	5.208283	5.318317	4.76288	5.495375	5.77926	5.365623	5.51822	4.65306	5.137094	5.458119	5.521051	4.948134	4.407353	5.352264	5.175525	6.050502	5.343408	5.580145	5.199672	5.15056	6.573344	6.171327	6.627169	6.105804	6.353853	5.676098	5.586465	5.579542	5.167117	5.398487	5.423914	5.28244	5.512543	5.909773	5.517591	6.184479	5.463688	5.483493	5.620586	5.468909	5.503667	5.80787	5.795975	5.725196	5.398829	5.841218	5.395406	5.347666	5.519793	5.916477	6.589014	5.653633	6.190022	5.70044	6.221104
ENSG00000254469	3.0268	2.438293	3.330558	2.553361	2.286881	2.229588	3.165108	2.24184	2.601697	2.632268	1.269033	1.823749	2.028569	2.715893	3.517276	1.570463	2.711495	2.459432	2.9241	2.650765	2.114367	2.028569	2.731183	2.144046	1.937344	1.327687	2.666757	1.778209	1.505891	2.819668	1.929791	2.508429	2.608809	2.438293	2.173127	2.65306	3.469886	2.718088	3.790772	1.933573	2.475085	2.475085	3.198494	2.618239	2.31904	2.358959	2.464668	2.648465	2.375735	2.594549	2.704872	2.280956	2.849999	0.516015	2.480265	2.885574	2.032101	2.550901
