gene	13-IC	13-N	16-M	16-N	1-IC	1-N	1-IF	20-IC	20-M	20-IF	22-IC	22-N	22-IF	23-N	26-M	26-IF	28-M	28-N	2-IC	44-IC	44-M	44-N	44-IF	47-IC	47-N	47-IF	54-IC	54-N	54-IF	56-IC	56-M	56-N	56-IF	58-IC	58-N	58-IF	59-IC	59-N	59-IF	61-IC	61-IF	63-IC	63-N	63-IF	64-IC	64-M-2	64-M	64-N	64-IF	65-IC	65-N	65-IF	69-M	69-N	69-IF	6-IC	6-N	6-IF
ENSG00000120436	0	0.056584	0	0	0.070389	0	0	0	0.070389	0.084064	0	0.056584	0.15056	0.056584	0.214125	0	0	0	0	0.201634	0	0	0.070389	0	0.056584	0	0.070389	0	0	0.056584	0.111031	0	0.056584	0	0	0	0.137504	0.070389	0.084064	0	0	0	0	0	0.124328	0.15056	0.333424	0.356144	0.250962	0.111031	0.111031	0.056584	0	0	0	0	0	0
ENSG00000138755	4.479619	1.500802	3.628774	0.443607	7.216358	1.443607	7.331006	4.968552	4.838448	5.87799	1.427606	0.695994	3.852998	2.336283	6.696411	0.321928	4.737146	2.790772	4.004501	8.038919	2.117695	2.217231	8.089371	5.477354	1.761285	1.104337	6.489125	2.801159	5.378512	6.304329	5.153805	1.62293	6.905688	7.241077	2.226509	7.560333	2.080658	1.70044	3.152183	4.919817	6.605702	2.819668	1.655352	3.50716	8.338647	8.520383	8.067381	6.060696	7.44427	7.358607	1.613532	6.82324	6.492013	2.604071	3.095924	1.687061	1.704872	1.510962
ENSG00000151338	2.650765	2.784504	2.361768	2.316146	2.414136	2.204767	2.257011	2.827819	1.709291	2.873813	1.678072	2.214125	2.629939	2.405992	1.970854	2.179511	2.269033	2.843984	2.613532	2.356144	2.204767	1.989139	2.684819	2.454176	2.684819	2.316146	3.023255	2.91265	2.678072	2.693766	0.799087	2.480265	2.414136	1.757023	2.523562	2.182692	1.485427	2.978196	1.722466	2.386811	2.341986	2.304511	3.240314	2.367371	1.757023	1.815575	2.028569	2.538538	2.097611	2.169925	3.340562	1.790772	2.07382	2.163499	1.735522	2.722466	2.226509	2.956057
ENSG00000132549	4.70044	4.727376	5.18428	4.522307	5.371907	3.995485	5.529196	4.925525	5.090853	5.259272	4.445594	4.189825	5.157852	4.86839	5.598127	4.006298	5.277613	4.393691	4.715893	5.19456	5.070819	4.484138	5.375039	4.791293	4.560715	4.127633	5.329124	5.123914	4.526069	5.240696	5.34802	4.385431	5.187451	4.531069	4.244126	4.687061	5.164706	5.008092	5.412443	5.301588	5.073392	4.881665	4.989593	4.8089	5.598722	5.609991	5.500165	5.264912	5.321207	5.281698	4.940637	5.212569	5.187451	4.963012	5.328047	5.043957	4.684258	4.892877
ENSG00000167157	0.85599	1.111031	1.974529	1.480265	1.49057	1.510962	1.405992	1.361768	1.250962	1.321928	1.664483	0.298658	1.807355	2.201634	1.584963	1.056584	1.014355	0.575312	1.438293	1.182692	2.207893	0.722466	1.244887	1.035624	0.863938	0.757023	0.422233	0.895303	0.790772	1.709291	1.049631	0.903038	2.097611	1.035624	1.963474	0.799087	2.508429	0.871844	2.31904	2.257011	1.321928	1.735522	0.970854	1.356144	0.286881	1.063503	0.333424	1.536053	0.970854	0.333424	1.41684	1.049631	0.765535	1.589763	0.978196	1.827819	0.879706	1.594549
ENSG00000198125	0.432959	0.748461	0.367371	6.777551	6.398145	9.362777	4.05745	1.678072	0.799087	4.884109	0.097611	6.460579	0.163499	0	1.169925	9.790805	1.604071	3.611172	0.286881	0.956057	0	2.367371	2.160275	0.400538	0.250962	0.443607	0.739848	3.858976	1.395063	3.435629	0.659925	7.975848	6.825786	0.263034	6.74241	0	2.097611	0.15056	1.613532	2.017922	0.443607	0.321928	6.513807	1.014355	0.464668	0	0.422233	0.757023	0.389567	0.584963	4.926948	0.948601	0	0	0	0	1.510962	0
ENSG00000139618	3.719183	2.286881	3.386811	1.786596	3.605257	1.014355	3.825786	2.965323	3.023255	3.003602	2.121015	1.411426	3.656496	2.339137	3.729009	1.475085	3.664483	1.9855	4.637494	4.161888	2.543496	2.475085	3.759156	4.593354	2.185867	4.166715	3.392317	2.976364	3.182692	3.422233	3.145677	1.910733	3.351911	3.382667	2.063503	3.382667	4.037382	2.584963	4.480911	2.9241	3.356144	3.746313	1.687061	3.980025	3.815575	3.923149	3.025029	2.063503	2.937344	3.07382	2.330558	3.039138	3.654206	1.918386	2.759156	2.587365	2.077243	2.435629
ENSG00000215115	0	0	1.280956	0	0.495695	0	0.344828	0.505891	0.189034	0.555816	0.321928	0	0	0	0	0	0.321928	0	0.189034	0.344828	0	0	0	0	0	0	0.62293	0	0.298658	0.594549	0.584963	0	0	0	0	0.137504	0.176323	0	0.201634	0	0.604071	0	0	0	2.084064	1.157044	0.941106	0	1.250962	0	0	0	0	0	0	0	0	0
ENSG00000135341	3.557042	3.427606	3.647315	3.339137	3.958843	2.687061	4.097611	3.904966	3.612352	4.047887	3.438293	2.95977	3.797013	3.759156	3.906891	2.906891	4.182692	3.399171	3.890447	3.997292	3.722466	3.203201	4.129283	4.144862	3.673556	3.478972	4.118526	3.8166	3.846995	4.068671	4.155425	3.161888	3.881665	3.828835	3.065228	3.778209	4.32337	3.621759	4.464668	3.834913	3.743084	4.608218	3.732269	4.679762	4.434295	4.558268	4.420213	3.641546	3.963474	3.812498	3.770829	3.884598	3.966246	4.19456	3.904002	3.863938	3.370164	3.880686
ENSG00000014914	2.650765	1.604071	3.272023	2.521051	2.843984	1.678072	3.277985	3.422233	2.389567	3.263034	1.87578	1.786596	2.49057	2.229588	2.752749	2.100978	3.463361	1.718088	4.270529	2.815575	2.713696	2.077243	2.482848	3.377124	1.879706	3.179511	2.996389	2.422233	3.047887	3.522307	3.713696	2.41684	3.116032	4.345538	2.615887	4.135042	3.794936	2.330558	3.687061	2.611172	3.190615	2.042644	2.784504	2.266037	3.370164	3.85599	3.215679	2.861955	2.82171	2.899176	2.807355	3.498251	2.965323	2.942984	2.969012	2.587365	2.028569	2.613532
ENSG00000162639	0.485427	1.014355	1.531069	0.83996	2.289834	0.632268	2.189034	1.422233	1.748461	1.356144	0.9855	0.765535	1.883621	1.372952	1.485427	0.918386	1.782409	0.333424	2.003602	1.941106	1.691534	0.910733	2.226509	1.803227	0.411426	1.847997	2.307429	0.863938	1.550901	2.189034	1.695994	0.62293	2.430285	1.545968	1.682573	1.505891	0.903038	1.372952	1.555816	1.748461	1.650765	2.375735	1.056584	2.456806	1.739848	1.811471	1.555816	1.744161	1.863938	1.687061	1.400538	1.748461	1.555816	1.169925	1.130931	0.847997	1.304511	1.427606
ENSG00000117308	3.298658	4.457463	3.243364	2.666757	2.430285	2.007196	2.392317	3.646163	2.920293	3.531069	2.475085	3.584963	3.014355	3.204767	2.381283	3.18428	3.605257	5.046578	3.672425	3.344828	2.025029	4.38819	3.715893	2.427606	4.125982	1.925999	2.459432	2.996389	2.166715	3.876762	3.960697	4.288359	2.922198	4.905928	3.510962	4.480265	3.976364	5.537296	4.145677	3.527321	3.776104	4.100978	3.852998	4.131754	4.426936	4.094236	4.245648	2.85997	4.506526	4.534186	4.534809	4.305241	3.870858	3.771886	4.402586	2.895303	4.666188	2.137504
ENSG00000187097	3.339137	3.139142	3.252476	3.104337	3.171527	2.632268	3.171527	2.992768	2.972693	2.920293	1.970854	3.008989	2.673556	3.486714	3.072106	2.472488	3.377124	3.140779	3.109361	3.275007	2.618239	3.420887	3.30305	3.289834	3.595742	3.1127	3.527321	3.129283	2.513491	3.161888	3.283922	3.132577	2.841973	3.070389	2.289834	3.092546	3.414136	3.258519	3.494416	3.813525	3.50462	2.851999	4.077243	3.288359	3.872829	3.426265	3.881665	3.289834	3.937344	3.619413	3.99458	3.277985	3.401903	2.419539	3.356144	2.613532	2.763412	2.662205
ENSG00000186470	3.399171	3.206331	4.025915	3.646163	5.128871	3.279471	4.770829	1.526069	1.713696	2.347666	3.465974	2.459432	4.629357	3.601697	4.997744	2.664483	3.037382	2.121015	2.87578	4.948601	3.438293	3.580145	5.128046	4.053111	2.443607	2.364572	4.281698	4.09508	4.564988	4.850499	4.995032	3.019702	5.312157	4.563158	3.246408	4.825786	5.825277	3.956057	5.396776	4.410748	4.103498	4.388878	3.904002	4.528571	4.428276	5.260402	4.93546	4.942045	4.778209	4.227279	3.763412	4.102658	4.132577	2.992768	3.411426	3.261531	3.954196	3.148934
ENSG00000146858	2.983678	2.087463	2.06695	2.636915	2.448901	1.646163	2.702658	2.555816	2.207893	2.837943	1.963474	1.41684	2.160275	2.613532	2.375735	1.584963	2.495695	2.01078	3.533563	2.464668	2.604071	2.232661	2.577731	3.516015	1.545968	3.177918	2.469886	2.01078	1.963474	2.891419	2.166715	1.967169	2.432959	2.147307	2.007196	2.280956	3.590961	2.754888	3.446256	2.592158	2.189034	2.849999	2.389567	3.134221	3.238787	2.675816	2.469886	2.414136	2.78031	2.032101	2.395063	2.673556	2.558268	1.298658	1.85599	4.649615	2.046142	4.427606
ENSG00000106624	6.696689	5.432291	6.895181	5.225738	7.188144	5.253989	7.135966	6.863195	6.475247	7.071355	5.727648	3.077243	6.187253	6.858851	6.839834	4.105175	7.05474	4.566206	5.991182	7.65814	8.662419	4.42425	7.265943	6.5627	3.264536	3.084064	5.303415	5.525443	4.820179	7.174526	6.346602	5.094236	7.759555	4.331275	6.370339	3.882643	7.974587	5.276869	7.096873	5.915521	5.390599	5.530757	4.412104	5.651339	3.991862	7.186659	3.995485	6.193378	4.505891	3.596935	5.06048	4.698218	5.873567	5.541948	3.869871	7.514517	4.803227	6.5694
ENSG00000174151	1.292782	1.22033	1.599318	2.722466	2.039138	1.536053	1.963474	1.38405	1.992768	1.925999	1.269033	1.62293	2.07382	2.114367	2.007196	1.292782	1.565597	1.739848	1.321928	1.356144	1.650765	1.925999	1.226509	1.130931	1.735522	1	1.163499	1.970854	1.304511	2.389567	1.735522	2.211012	2.266037	1.589763	1.970854	1.673556	2.063503	2.15056	1.669027	1.819668	1.521051	1.910733	2.087463	2.341986	1.735522	1.480265	1.350497	2.217231	1.786596	2.163499	1.847997	1.922198	0.83996	1.41684	1.62293	2.226509	1.95977	2.192194
ENSG00000124574	2.650765	2.611172	3.364572	2.580145	2.825786	2.179511	2.929791	2.531069	2.748461	2.707083	2.695994	2.508429	3.119356	2.438293	3.545968	2.01078	2.833902	2.324811	2.853996	2.963474	2.358959	2.648465	3.206331	2.286881	2.397803	1.761285	2.920293	2.06695	2	3.283922	3.06695	2.304511	3.41007	2.324811	2.518535	2.545968	3.676944	2.93546	3.343408	2.972693	2.65306	2.939227	2.863938	3.763412	3.07382	3.185867	3.215679	2.956057	2.769772	2.594549	3.070389	2.432959	2.684819	1.516015	2.498251	3.153805	2.662205	2.957915
ENSG00000106785	4.322649	4.448901	4.140779	3.83996	4.794416	2.666757	4.356144	3.986411	4.33985	4.380591	3.874797	3.713696	4.838448	3.983678	5.093391	2.843984	4.172327	3.736605	4.009885	4.956521	3.179511	3.790772	5.207112	3.955127	3.937344	3.760221	4.584361	4.094236	3.904966	4.108524	4.145677	3.680324	4.128458	4.555816	3.363171	4.786074	4.427606	4.245648	4.652486	4.741467	4.474436	2.925999	4.000901	2.85997	4.979111	4.731183	5.049195	4.555816	5.070819	5.013016	3.842979	4.990501	3.469886	3.711495	3.714795	3.701549	4.042644	3.313246
ENSG00000046651	3.793896	3.607626	3.679199	2.819668	3.992768	3.349082	3.78136	3.305971	3.41007	3.549669	2.879706	3.253989	3.272023	3.560715	3.923149	2.853996	3.639232	3.512227	3.65764	3.65764	3.116032	3.356144	3.58376	3.095924	3.937344	2.819668	3.932628	3.767655	3.803227	3.523562	3.984589	3.152183	3.753818	3.500802	3.080658	3.214125	4.135042	4.245648	4.627023	3.675816	3.042644	3.651913	3.581351	3.898208	3.496974	3.788686	4.342697	3.854993	3.534809	3.476382	3.932628	3.459432	3.708187	3.82171	3.757023	4.630522	3.932628	4.62819
ENSG00000177535	0.189034	0.176323	0.056584	0.042644	0.411426	0.31034	0.275007	0	0.042644	0	0.545968	0.238787	1.769772	0.097611	0.097611	0.097611	0.137504	0.226509	0	0.201634	0.201634	0.124328	0.042644	0.238787	0.056584	0.15056	0.042644	0.333424	0.070389	0.226509	0.111031	0.084064	0.189034	0.111031	0.238787	0.226509	0.124328	0.056584	0.056584	0.111031	0.201634	0.356144	0.356144	0.028569	0.124328	0.250962	0.070389	0.378512	0.15056	0.176323	0	0.111031	0.097611	1.214125	0.432959	0.275007	0.084064	0
ENSG00000255974	0.214125	0.263034	0.238787	1.15056	0.669027	0.464668	1.042644	0	0	0.124328	0.31034	0.765535	0.505891	0.226509	0	0.137504	0.250962	0.176323	0.485427	0.111031	0.443607	0.097611	0.263034	0.111031	0.097611	0	0.485427	0.411426	0.097611	0.250962	0.214125	0.594549	0.176323	0.189034	0.137504	0.084064	0.298658	0	0.238787	0.084064	0	0.097611	0.226509	0.250962	0	0	0	0	0.250962	0.201634	0.731183	0	0.176323	0.765535	0.111031	0.250962	0	0.238787
ENSG00000136861	5.758889	5.122673	4.704872	4.847997	5.43796	4.958379	5.467279	5.678917	5.208283	5.140779	4.562548	4.433627	5.006298	4.877744	5.549977	4.502712	4.89724	5.598425	5.45253	5.828327	4.779785	4.860963	6.067165	5.381629	4.264536	5.031219	4.8089	4.75809	4.188243	5.372604	4.875289	4.590961	5.319762	4.666757	4.664483	5.037821	5.530445	4.757557	5.498889	5.128871	4.857483	4.578939	4.789729	4.925525	4.799605	5.185867	4.621173	4.856986	4.505256	4.797532	4.842979	4.690976	4.943921	4.472488	4.317594	6.927659	5.058316	6.454998
ENSG00000170279	0	0	0	0	0	0.163499	0	0	0	0	0	0	0	0	0	0.070389	0	0	0	0	0	0	0	0.111031	0	0.097611	0	0	0	0	0	0	0.176323	0	0	0	0	0	0	0	0	0	0	0	0.275007	0	0	0	0.389567	0.454176	0	0.298658	0	0	0	0	0	0
ENSG00000156787	3.397803	2.443607	2.722466	2.272023	3.231125	2.405992	3.533563	2.695994	2.957915	2.889474	2.238787	1.709291	2.565597	2.650765	3.333424	1.748461	3.007196	2.298658	4.089159	3.203201	2.38405	1.937344	3.157044	3.231125	2.304511	2.673556	3.469886	2.831877	2.963474	3.163499	2.891419	2.185867	3.142413	3.090853	2.084064	2.889474	3.204767	2.232661	3.404631	2.93546	2.987321	2.353323	2.498251	2.646163	3.168321	3.936402	3.414136	2.833902	2.980025	2.990955	3.217231	3.201634	2.809414	2.257011	2.920293	2.411426	2.356144	2.386811
ENSG00000106628	6.380591	4.986411	4.723012	5.093814	5.180307	4.277985	5.608809	6.187055	5.103498	5.523248	5.216455	4.643279	5.012569	5.244507	5.478325	4.775051	5.315784	5.036943	6.565749	5.921008	4.192983	5.293518	5.503667	5.107269	4.72792	5.017031	4.954662	3.937344	4.070389	6.409051	5.795715	4.827311	5.050937	5.600805	4.340562	5.770565	5.148934	4.91934	5.032542	5.207502	5.393004	6.178316	5.186263	6.435462	6.873444	6.083852	6.025472	4.793896	6.107479	5.511278	4.987776	5.631686	5.595444	5.196922	5.562853	5.223036	5.311067	4.885086
ENSG00000141933	1.327687	1.422233	1.378512	1.83996	1.014355	0.9855	1.232661	0.722466	1.056584	1.124328	0.831877	1.117695	1.169925	1.49057	1.510962	0.815575	1.275007	1.104337	0.773996	1.189034	1.526069	1.182692	1.400538	0.516015	0.454176	0.189034	0.731183	0.650765	0.475085	1.339137	1.263034	1.469886	1.575312	1.269033	1.257011	1.550901	1.169925	1.339137	1.201634	1.536053	1.863938	1.454176	1.485427	1.432959	1.438293	1.655352	1.389567	1.169925	1.257011	1.38405	1.400538	1.316146	1.22033	0.992768	1.163499	1.117695	0.815575	0.970854
ENSG00000180479	1.85599	1.735522	1.485427	2.596935	2.02148	1.646163	1.485427	1.163499	1.695994	1.545968	1.333424	1.963474	1.823749	2.06695	1.469886	1.632268	1.38405	2.035624	0.214125	1.570463	2.295723	1.903038	2.090853	0.863938	1.933573	0.056584	0.978196	2.140779	0.790772	1.695994	0.757023	2.257011	2.451541	0.286881	1.560715	0.15056	1.275007	2.077243	1.996389	1.516015	1.189034	1.350497	2.275007	1.765535	0.250962	1.137504	0.575312	1.761285	0.748461	0.704872	1.978196	0.432959	1.333424	1	0.956057	1.641546	1.782409	2.176323
ENSG00000187535	2.568032	1.636915	2.046142	1.981853	2.405992	2.140779	1.992768	1.709291	1.646163	2.104337	2.046142	1.124328	2.837943	1.895303	2.405992	1.263034	1.748461	1.974529	2.386811	2.298658	1.722466	2.555816	2.594549	1.344828	1.432959	0.669027	1.996389	1.207893	1.722466	2.558268	2.275007	1.531069	2.250962	1.929791	2.028569	1.372952	3.061776	2.467279	3.502076	2.389567	1.773996	2.861955	2.189034	3.137504	2.127633	2.675816	1.646163	2.400538	1.495695	1.469886	2.538538	1.395063	2.336283	1.144046	2.493135	2.063503	1.883621	1.646163
ENSG00000198535	0.275007	1.02148	0.704872	0.137504	0.807355	0.201634	0.565597	0.650765	0.189034	0.333424	1.867896	0.286881	1.691534	1.327687	0.201634	0.028569	0.83996	0.137504	3.643856	0.669027	0.189034	0.111031	0.275007	1.356144	0	1.49057	1.007196	0.963474	1.695994	0.275007	0.201634	0.163499	0.250962	3.028569	0.298658	2.981853	0.163499	0	0.495695	0.925999	0.948601	0.432959	0.042644	0.263034	1.333424	0.286881	1.007196	0.887525	2.100978	2.207893	0.056584	1.500802	0.400538	1.632268	1.226509	0.799087	0.042644	0.565597
ENSG00000104218	2.799087	2.432959	2.867896	2.378512	3.357552	2.469886	3.38405	2.954196	2.650765	3.301588	2.771886	2.244887	3.056584	2.735522	3.331992	2.367371	3.279471	2.85997	3.396434	3.448901	3.078951	2.761285	3.439623	2.937344	2.659925	2.754888	2.881665	3.288359	2.495695	3.31904	3.472488	2.392317	3.206331	2.648465	2.550901	2.847997	3.755956	2.847997	3.88655	3.244887	3.060047	3.040892	2.931683	3.139142	3.469886	3.392317	3.285402	3.407353	3.276497	3.22033	2.803227	3.15866	3.708187	3.250962	3.514753	3.285402	2.853996	3.514753
ENSG00000180440	0	0.189034	0	0.042644	0	0.565597	0	0	0	0.056584	0	0.028569	0	0.042644	0	0	0	0.214125	0.084064	0	0.084064	0.070389	0	0.650765	0	0.669027	0	0.137504	0	0	0	0.124328	0	0	0.201634	0	0	0	0	0	0.028569	0	0.189034	0	0	0	0	0.084064	0	0	0	0	0	0.042644	0	0.084064	0	0
ENSG00000131473	5.639522	4.534186	4.953265	4.083213	5.008092	3.385431	5.555509	4.990047	4.473137	5.118111	4.651913	3.522307	4.66562	3.986411	5.000901	2.944858	4.712045	4.815063	6.083426	5.339494	5.040892	3.505891	5.310704	5.58376	4.0054	5.364923	5.027685	3.858976	4.717539	5.175924	4.80787	3.880686	4.895787	5.426936	4.301588	5.368419	5.334497	3.704872	5.335926	4.300124	4.990047	5.408032	3.784504	5.269407	6.045923	5.375387	5.297925	4.739308	5.762615	4.975905	4.011675	5.205158	4.618826	3.98823	4.530445	4.728465	4.189825	4.771357
ENSG00000182117	6.191207	5.037821	5.180705	4.429616	5.439623	4.198494	5.574404	5.708739	5.192194	5.649041	4.524816	4.500165	5.280956	4.703211	5.198887	4.844486	5.478972	4.843984	6.26341	5.386466	4.605257	5.134221	5.209843	5.7658	5.243745	5.689299	5.374344	4.851499	5.533563	5.775314	6.854868	5.098032	5.470862	6.354205	5.104756	6.41007	5.352617	5.340562	5.890933	5.733354	5.78398	5.671859	5.019702	5.469886	5.850749	5.658783	5.377471	4.883621	5.680887	5.850749	5.009885	6.263598	5.205158	5.540709	5.867155	5.261907	5.291309	5.603775
ENSG00000019169	0.678072	1.405992	1.85997	0.275007	0.704872	0	0.15056	0.956057	1.250962	0.084064	0.669027	0.422233	0.464668	0	0.084064	0	1.232661	0.070389	0.799087	0.084064	0.83996	0.687061	0.815575	0.226509	0.731183	0.070389	0.084064	2.682573	0.526069	0	0.925999	0.31034	1.084064	0.765535	2.107688	0.263034	1.516015	1.339137	0.344828	0.226509	0.056584	0.070389	0.275007	0	0.286881	4.419539	0.238787	0.739848	0.411426	0.782409	0.432959	0.163499	0.847997	1.589763	0.992768	0.298658	2.053111	0.070389
ENSG00000259112	0	0	0	0	0.903038	0	0	0	0.536053	0	1.201634	0.678072	0	0	0	0.263034	1.269033	0	0	0.941106	0	0	0	0	0	0	0	0	0	0.454176	1.169925	0	0	0	0.163499	0	0	0	0	0	0.495695	0	0	0.356144	0	1.275007	0	0.613532	0	0	1.269033	0	1.704872	0	0	0	0.526069	0
ENSG00000011198	3.853996	4.395063	3.288359	4.186659	3.473787	3.317594	3.423578	3.860963	3.801159	3.91265	3.044394	4.102658	4.465322	4.498251	3.570463	3.553361	3.524816	4.135042	3.542258	3.772941	4.356144	4.991862	4.239551	4.082362	5.09508	3.527321	4.750607	4.580145	5.068241	3.077243	4.394377	4.152183	3.075533	4.197708	3.485427	3.476382	3.343408	5.317232	3.961623	5.219556	4.376429	3.584963	4.766065	3.044394	3.41819	3.496974	4.346248	4.189034	3.845992	4.88655	4.269781	4.213347	3.371559	5.269781	4.815575	3.93546	4.763412	3.990047
ENSG00000284770	4.464668	4.363872	4.603478	4.480911	4.39163	4.111031	4.721373	4.811471	3.928844	4.586164	4.078951	3.778209	4.612942	4.36247	4.950002	3.99458	4.615887	4.33985	5.53512	4.725196	4.139961	4.192983	4.512859	5.30305	4.733897	5.478972	5.052677	4.714246	4.686501	4.645586	5.116032	4.268285	4.634012	4.517276	3.992768	4.718636	5.116032	4.708739	5.1152	4.683696	4.430954	4.996389	4.842476	5.317232	4.871351	4.793376	4.478972	4.57289	4.412782	5.016585	4.702658	4.910253	4.966707	4.543496	4.813525	4.85997	4.407353	4.670727
ENSG00000149292	2.827819	2.629939	0.748461	3.499527	3.221877	2.189034	1.9855	2.503349	2.477677	3.330558	2.765535	2.31034	2.321928	2.283922	2.899176	1.933573	2.38405	3.01614	1.85599	3.179511	1.85997	2.160275	2.238787	2.179511	2.06695	1.238787	3.382667	2.263034	2.446256	1.687061	2.99458	2.422233	2.163499	1.835924	2.375735	1.87578	2.480265	2.516015	2.448901	3.124328	1.782409	3.229588	3.258519	3.075533	2.41684	3.01614	3.226509	3.198494	3.173127	2.467279	3.297191	2.867896	1.516015	0.963474	2.541019	2.865919	1.41684	3.458119
ENSG00000024048	3.301588	3.670161	3.948601	3.524816	4.190615	3.426265	4.163499	3.561937	3.733354	3.951401	3.38819	3.165108	4.201634	3.81455	3.881665	3.478972	3.963474	3.702658	3.047887	4.060047	3.552131	3.720278	4.357552	3.609991	3.464668	2.85599	4.581351	4.0054	4.018812	4.08151	4.334854	3.478972	4.027685	3.662205	3.351911	3.848998	4.214125	3.925999	4.314697	3.879706	3.712596	4.212569	3.879706	4.298658	4.053111	4.241077	4.366672	4.190615	3.932628	3.725741	3.831877	3.72792	3.500802	3.503349	3.621759	3.295723	3.702658	3.481557
ENSG00000187715	0.111031	0.411426	0	1.550901	1.443607	3.300124	0.823749	0.137504	0.097611	1.104337	0.137504	1.333424	0.214125	0.378512	0.298658	3.626439	0.333424	0.214125	0.411426	0.389567	0.333424	0.084064	0.298658	0.443607	0.286881	0.495695	0.298658	0.632268	0.097611	0.773996	0.15056	2.451541	1.9855	0.056584	1.989139	0.084064	0.31034	0.83996	0.124328	0.042644	0.028569	0.176323	1.731183	0.163499	0	0.111031	0	0.464668	0	0.028569	1.819668	0.028569	0	0.189034	0.31034	0.286881	0.422233	0.275007
ENSG00000101255	4.094236	2.15056	0.992768	1.104337	1.422233	0.941106	1.459432	2.049631	1.130931	1.636915	2.353323	2.403268	3.090853	1.298658	3.633431	0.704872	1.526069	1.545968	2.946731	1.981853	0.641546	1.226509	1.843984	1.933573	2.713696	2.053111	1.632268	0.695994	1.195348	2.02148	1.505891	1.757023	1.214125	3.189034	3.129283	2.972693	2.568032	2.195348	2.344828	1.500802	2.226509	3.295723	1.263034	2.548437	3.090853	1.956057	1.815575	1.226509	2.615887	1.863938	1.560715	1.929791	2.580145	1.432959	2.815575	1.627607	1.914565	1.929791
ENSG00000130173	0.286881	0	0.389567	0	0.189034	0	0.189034	0.378512	0	0.713696	0.263034	0	0	0	0	0	0.356144	0.15056	0	0.378512	0.367371	0.163499	0	0	0	0.389567	0	0.356144	0	0.286881	0.286881	0	0.286881	0	0.443607	0	0	0.189034	0.422233	0.137504	0	0	0.163499	0.731183	0.163499	0.263034	0	0.163499	0.176323	0.505891	0	0	0.298658	0.176323	0	0.650765	0	0
